pickupArea,Percentage
1,0.54
2,0.19
3,0.64
4,0.19
5,0.03
6,1.2
7,2.18
8,14.71
9,0.0
10,0.05
11,0.14
12,0.03
13,0.0
14,0.26
15,0.16
16,0.12
17,0.02
18,0.0
19,0.14
20,0.02
21,0.21
22,0.49
23,0.35
24,2.63
25,0.49
26,0.05
27,3.67
28,14.21
29,0.5
30,0.35
31,1.35
32,13.37
33,3.79
34,0.94
35,2.03
36,0.78
37,0.69
38,2.3
39,1.63
40,0.69
41,2.01
42,0.52
43,0.64
44,0.52
45,2.75
46,0.26
47,0.07
48,0.05
49,0.29
50,0.28
51,0.17
52,0.0
53,0.29
54,0.02
55,0.0
56,4.64
57,0.1
58,0.31
59,0.55
60,0.92
61,5.56
62,0.19
63,0.1
64,0.0
65,0.07
66,0.36
67,0.4
68,0.88
69,0.45
70,0.17
71,1.28
72,0.07
73,0.17
74,0.1
75,0.14
76,4.09
77,0.4
