dropArea,Percentage
1,2.5
2,0.0
3,2.5
4,0.0
5,0.0
6,1.25
7,1.25
8,2.5
9,1.25
10,1.25
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,2.5
23,0.0
24,2.5
25,0.0
26,0.0
27,0.0
28,1.25
29,0.0
30,1.25
31,0.0
32,0.0
33,1.25
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,1.25
41,0.0
42,3.75
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,7.5
57,0.0
58,1.25
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,53.75
77,1.25
78,10.0
