dropArea,Percentage
1,1.23
2,0.0
3,2.45
4,0.61
5,0.61
6,15.34
7,17.18
8,30.06
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.61
16,0.61
17,0.0
18,0.0
19,0.0
20,0.61
21,0.61
22,3.68
23,0.0
24,4.29
25,0.61
26,0.0
27,0.0
28,3.68
29,0.0
30,0.0
31,0.61
32,14.72
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,1.23
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,0.0
77,0.61
78,0.61
