pickupArea,Percentage
1,0.66
2,0.83
3,0.5
4,0.17
5,0.5
6,3.31
7,0.17
8,26.16
9,0.0
10,0.0
11,0.17
12,0.0
13,0.0
14,0.17
15,0.0
16,0.17
17,1.16
18,0.17
19,0.0
20,0.5
21,0.0
22,0.5
23,2.15
24,0.33
25,2.32
26,0.99
27,1.49
28,13.41
29,3.15
30,0.17
31,1.32
32,8.77
33,2.48
34,0.83
35,0.0
36,0.0
37,0.0
38,1.16
39,0.83
40,0.0
41,0.17
42,0.17
43,0.83
44,0.5
45,0.0
46,0.83
47,0.17
48,0.17
49,0.99
50,0.33
51,0.17
52,0.0
53,0.17
54,0.0
55,0.17
56,4.97
57,0.5
58,0.66
59,0.33
60,0.0
61,0.83
62,1.66
63,2.48
64,0.0
65,0.17
66,2.48
67,0.66
68,0.17
69,0.33
70,1.49
71,0.5
72,0.0
73,0.0
74,0.5
75,0.17
76,2.32
77,0.66
