dropArea,Percentage
1,2.59
2,6.03
3,4.75
4,8.62
5,1.52
6,2.85
7,1.24
8,7.33
9,0.13
10,0.62
11,1.92
12,0.92
13,5.72
14,14.94
15,2.76
16,10.55
17,0.4
18,0.15
19,1.86
20,0.43
21,2.48
22,2.49
23,0.96
24,2.1
25,0.88
26,0.09
27,0.12
28,2.75
29,0.35
30,0.1
31,0.1
32,3.87
33,0.51
34,0.06
35,0.05
36,0.02
37,0.02
38,0.02
39,0.04
40,0.01
41,0.14
42,0.04
43,0.04
44,0.02
45,0.0
46,0.01
47,0.0
48,0.01
49,0.02
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.33
57,0.03
58,0.02
59,0.03
60,0.05
61,0.06
62,0.0
63,0.02
64,0.01
65,0.0
66,0.02
67,0.01
68,0.08
69,0.04
70,0.02
71,0.01
72,0.01
73,0.01
74,0.0
75,0.03
76,4.05
77,2.51
