pickupArea,Percentage
1,0.23
2,0.15
3,2.07
4,0.0
5,0.04
6,1.0
7,0.54
8,12.54
9,0.15
10,0.0
11,0.0
12,0.0
13,0.04
14,0.0
15,0.04
16,0.0
17,0.0
18,0.0
19,0.08
20,0.0
21,0.08
22,0.15
23,0.35
24,0.54
25,0.35
26,0.12
27,0.77
28,11.39
29,0.61
30,0.58
31,0.65
32,8.86
33,3.22
34,0.46
35,2.11
36,0.5
37,0.31
38,1.42
39,1.99
40,0.15
41,5.87
42,1.57
43,2.8
44,3.64
45,4.03
46,0.84
47,1.99
48,2.49
49,0.81
50,0.77
51,1.15
52,0.23
53,0.38
54,0.08
55,0.15
56,2.65
57,0.04
58,0.12
59,0.0
60,0.08
61,4.6
62,0.12
63,0.19
64,0.12
65,0.0
66,0.23
67,0.54
68,0.77
69,1.57
70,0.88
71,0.27
72,0.08
73,0.42
74,0.12
75,0.35
76,1.84
77,0.42
78,6.33
