dropArea,Percentage
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,1.39
7,0.0
8,5.56
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,1.39
26,1.39
27,2.78
28,1.39
29,0.0
30,0.0
31,0.0
32,6.94
33,0.0
34,1.39
35,4.17
36,0.0
37,1.39
38,1.39
39,4.17
40,0.0
41,5.56
42,0.0
43,0.0
44,0.0
45,5.56
46,1.39
47,0.0
48,1.39
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,1.39
57,1.39
58,0.0
59,2.78
60,0.0
61,1.39
62,0.0
63,1.39
64,0.0
65,0.0
66,2.78
67,20.83
68,8.33
69,1.39
70,1.39
71,5.56
72,0.0
73,1.39
74,0.0
75,0.0
76,0.0
77,0.0
78,2.78
