dropArea,Percentage
1,0.25
2,0.25
3,0.25
4,0.0
5,0.25
6,0.76
7,1.76
8,9.57
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.25
15,0.0
16,0.25
17,0.0
18,0.0
19,0.25
20,0.0
21,1.26
22,1.26
23,2.02
24,3.78
25,0.5
26,0.0
27,1.01
28,21.16
29,1.26
30,4.03
31,11.34
32,9.32
33,6.05
34,0.5
35,1.01
36,0.0
37,0.0
38,0.5
39,0.5
40,0.0
41,1.01
42,0.0
43,0.0
44,0.0
45,0.25
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.25
52,0.0
53,0.0
54,0.0
55,0.0
56,5.29
57,0.25
58,0.5
59,1.76
60,4.79
61,2.27
62,0.0
63,1.51
64,0.0
65,0.0
66,0.5
67,0.5
68,0.25
69,0.0
70,0.25
71,0.0
72,0.0
73,0.25
74,0.0
75,0.25
76,0.76
77,0.0
