pickupArea,Percentage
1,0.34
2,0.15
3,1.8
4,0.37
5,0.06
6,1.4
7,0.49
8,10.74
9,0.0
10,0.0
11,0.0
12,0.03
13,0.27
14,0.03
15,0.03
16,0.03
17,0.03
18,0.0
19,0.0
20,0.0
21,0.03
22,0.12
23,0.82
24,0.52
25,1.43
26,0.34
27,0.79
28,19.22
29,2.78
30,0.15
31,0.12
32,14.53
33,2.17
34,0.73
35,5.4
36,0.46
37,0.73
38,1.83
39,1.34
40,0.31
41,1.86
42,1.1
43,1.34
44,1.59
45,0.64
46,0.52
47,0.37
48,0.55
49,1.53
50,0.95
51,0.31
52,0.03
53,4.21
54,0.27
55,0.09
56,1.71
57,0.06
58,0.12
59,0.0
60,0.06
61,0.88
62,0.0
63,0.06
64,0.06
65,0.76
66,0.27
67,0.18
68,1.19
69,2.11
70,0.52
71,1.4
72,0.43
73,1.59
74,0.15
75,1.62
76,1.4
77,0.46
