dropArea,Percentage
1,24.28
2,13.86
3,8.18
4,3.32
5,0.65
6,5.35
7,1.54
8,6.82
9,0.02
10,0.21
11,0.22
12,0.37
13,1.14
14,1.47
15,0.24
16,1.38
17,0.03
18,0.01
19,0.17
20,0.32
21,0.27
22,0.94
23,0.31
24,0.81
25,0.16
26,0.03
27,0.07
28,2.28
29,0.1
30,0.06
31,0.08
32,3.81
33,0.41
34,0.09
35,0.12
36,0.04
37,0.12
38,0.07
39,0.08
40,0.01
41,0.17
42,0.18
43,0.29
44,0.17
45,0.01
46,0.18
47,0.02
48,0.01
49,0.11
50,0.02
51,0.01
52,0.01
53,0.03
54,0.01
55,0.0
56,0.49
57,0.02
58,0.04
59,0.01
60,0.09
61,0.07
62,0.01
63,0.01
64,0.02
65,0.02
66,0.08
67,0.07
68,0.11
69,0.18
70,0.08
71,0.16
72,0.01
73,0.07
74,0.0
75,0.02
76,3.79
77,13.97
