dropArea,Percentage
1,0.9
2,0.74
3,1.52
4,0.19
5,0.1
6,0.84
7,0.65
8,5.59
9,0.0
10,0.13
11,0.16
12,0.06
13,0.0
14,0.23
15,0.1
16,0.58
17,0.1
18,0.13
19,0.03
20,0.03
21,0.29
22,0.32
23,1.42
24,1.62
25,1.71
26,1.23
27,1.26
28,8.3
29,1.58
30,0.61
31,1.32
32,5.98
33,3.49
34,2.33
35,1.55
36,0.65
37,1.71
38,1.49
39,1.74
40,1.62
41,2.71
42,3.62
43,1.26
44,4.33
45,0.65
46,0.55
47,0.29
48,0.42
49,2.75
50,1.42
51,1.16
52,0.0
53,1.26
54,0.87
55,0.1
56,1.23
57,0.03
58,0.06
59,0.13
60,0.45
61,1.65
62,0.1
63,0.29
64,0.16
65,0.23
66,0.87
67,1.94
68,6.43
69,4.17
70,1.84
71,2.0
72,0.23
73,1.39
74,0.0
75,0.78
76,1.49
77,0.84
