pickupArea,Percentage
1,0.23
2,0.28
3,0.49
4,0.46
5,0.05
6,0.82
7,0.46
8,9.9
9,0.0
10,0.0
11,0.08
12,0.0
13,0.03
14,0.15
15,0.03
16,0.03
17,0.03
18,0.03
19,0.9
20,0.49
21,0.08
22,0.33
23,0.28
24,0.33
25,1.33
26,0.2
27,0.33
28,11.25
29,0.87
30,0.15
31,0.33
32,12.43
33,3.35
34,0.82
35,1.56
36,0.36
37,0.28
38,1.66
39,2.3
40,0.54
41,1.66
42,2.81
43,1.59
44,1.38
45,0.59
46,1.36
47,0.72
48,0.54
49,2.25
50,0.36
51,0.56
52,0.03
53,3.38
54,0.1
55,0.03
56,10.18
57,0.08
58,0.05
59,0.03
60,0.59
61,0.36
62,0.03
63,0.03
64,0.13
65,0.23
66,0.41
67,0.41
68,0.61
69,1.66
70,0.46
71,0.92
72,0.82
73,1.28
74,1.25
75,4.3
76,5.29
77,0.33
