dropArea,Percentage
1,4.25
2,4.83
3,2.63
4,1.78
5,0.54
6,2.13
7,1.78
8,5.18
9,0.08
10,0.43
11,0.39
12,0.31
13,2.44
14,2.63
15,4.21
16,3.94
17,0.43
18,0.23
19,6.8
20,3.98
21,3.4
22,7.96
23,4.14
24,3.52
25,2.82
26,0.23
27,0.39
28,11.67
29,0.46
30,0.35
31,0.39
32,2.51
33,0.35
34,0.12
35,0.39
36,0.04
37,0.23
38,0.08
39,0.04
40,0.08
41,0.08
42,0.08
43,0.0
44,0.19
45,0.0
46,0.08
47,0.0
48,0.0
49,0.08
50,0.0
51,0.04
52,0.0
53,0.0
54,0.0
55,0.0
56,0.62
57,0.12
58,0.23
59,0.08
60,0.04
61,0.04
62,0.0
63,0.12
64,0.0
65,0.31
66,0.08
67,0.27
68,0.43
69,0.19
70,0.0
71,0.0
72,0.04
73,0.27
74,0.04
75,0.73
76,2.28
77,0.7
78,4.75
