pickupArea,Percentage
1,0.09
2,0.06
3,0.41
4,0.03
5,0.12
6,1.07
7,0.61
8,11.42
9,0.0
10,0.06
11,0.0
12,0.0
13,0.0
14,0.09
15,0.0
16,0.0
17,0.0
18,0.0
19,0.03
20,0.03
21,0.03
22,0.12
23,0.03
24,0.61
25,0.35
26,0.06
27,0.03
28,5.85
29,0.03
30,0.03
31,0.2
32,13.04
33,1.42
34,0.35
35,0.49
36,0.17
37,0.06
38,0.87
39,1.39
40,0.12
41,1.27
42,0.7
43,0.7
44,0.58
45,0.2
46,0.43
47,0.12
48,0.23
49,1.62
50,0.32
51,0.41
52,0.03
53,0.55
54,0.09
55,0.03
56,30.37
57,0.03
58,0.03
59,0.03
60,0.03
61,0.12
62,0.12
63,0.03
64,0.09
65,0.49
66,0.41
67,0.29
68,0.2
69,0.64
70,1.36
71,0.58
72,1.04
73,1.19
74,0.43
75,1.16
76,9.33
77,0.32
78,5.22
