pickupArea,Percentage
1,0.25
2,0.16
3,2.21
4,0.0
5,0.04
6,1.06
7,0.57
8,13.39
9,0.16
10,0.0
11,0.0
12,0.0
13,0.04
14,0.0
15,0.04
16,0.0
17,0.0
18,0.0
19,0.08
20,0.0
21,0.08
22,0.16
23,0.37
24,0.57
25,0.37
26,0.12
27,0.82
28,12.16
29,0.66
30,0.61
31,0.7
32,9.46
33,3.44
34,0.49
35,2.25
36,0.53
37,0.33
38,1.52
39,2.13
40,0.16
41,6.27
42,1.68
43,2.99
44,3.89
45,4.3
46,0.9
47,2.13
48,2.66
49,0.86
50,0.82
51,1.23
52,0.25
53,0.41
54,0.08
55,0.16
56,2.83
57,0.04
58,0.12
59,0.0
60,0.08
61,4.91
62,0.12
63,0.2
64,0.12
65,0.0
66,0.25
67,0.57
68,0.82
69,1.68
70,0.94
71,0.29
72,0.08
73,0.45
74,0.12
75,0.37
76,1.97
77,0.45
