pickupArea,Percentage
1,0.5
2,0.0
3,3.0
4,0.0
5,0.0
6,1.0
7,0.5
8,12.5
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.5
25,0.0
26,0.0
27,0.0
28,8.5
29,0.0
30,0.0
31,0.0
32,14.5
33,8.5
34,0.0
35,4.5
36,1.0
37,0.5
38,2.0
39,1.5
40,0.0
41,8.5
42,1.5
43,2.0
44,2.0
45,0.5
46,0.5
47,0.0
48,0.0
49,1.5
50,0.5
51,1.5
52,0.5
53,0.0
54,0.0
55,1.0
56,9.5
57,0.0
58,0.5
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,1.0
65,0.0
66,0.0
67,0.0
68,1.5
69,2.0
70,4.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,1.0
77,0.0
78,1.5
