dropArea,Percentage
1,0.7
2,0.74
3,1.56
4,1.31
5,2.03
6,6.2
7,5.69
8,31.18
9,0.22
10,0.95
11,0.6
12,0.44
13,0.27
14,0.49
15,0.49
16,0.95
17,0.24
18,0.04
19,0.13
20,0.04
21,0.56
22,2.2
23,0.12
24,3.93
25,0.1
26,0.01
27,0.04
28,6.14
29,0.02
30,0.04
31,0.19
32,20.71
33,3.19
34,0.17
35,0.14
36,0.03
37,0.01
38,0.06
39,0.22
40,0.01
41,0.69
42,0.06
43,0.04
44,0.02
45,0.0
46,0.01
47,0.0
48,0.01
49,0.01
50,0.0
51,0.01
52,0.0
53,0.0
54,0.0
55,0.0
56,0.29
57,0.01
58,0.02
59,0.03
60,0.11
61,0.02
62,0.01
63,0.01
64,0.02
65,0.01
66,0.01
67,0.01
68,0.01
69,0.02
70,0.02
71,0.01
72,0.03
73,0.01
74,0.01
75,0.02
76,4.82
77,1.47
