dropArea,Percentage
1,0.68
2,0.93
3,1.31
4,0.99
5,0.32
6,1.99
7,1.26
8,6.15
9,0.11
10,0.42
11,0.15
12,0.22
13,0.23
14,0.68
15,1.31
16,0.76
17,0.95
18,0.44
19,1.54
20,0.26
21,0.38
22,0.86
23,2.36
24,2.69
25,8.73
26,1.8
27,2.09
28,13.2
29,1.81
30,1.38
31,0.79
32,5.1
33,2.18
34,1.21
35,0.67
36,0.23
37,1.03
38,0.21
39,0.34
40,0.29
41,0.73
42,0.6
43,1.23
44,1.26
45,0.11
46,0.26
47,0.02
48,0.21
49,1.43
50,0.16
51,0.38
52,0.12
53,0.57
54,0.31
55,0.02
56,1.94
57,0.01
58,0.39
59,0.23
60,0.22
61,0.34
62,0.09
63,0.24
64,0.13
65,0.07
66,0.46
67,0.56
68,0.71
69,1.71
70,0.32
71,0.92
72,0.15
73,0.68
74,0.04
75,0.64
76,1.53
77,0.42
78,12.74
