dropArea,Percentage
1,0.43
2,1.08
3,1.26
4,1.3
5,0.27
6,2.08
7,1.23
8,4.75
9,0.15
10,0.34
11,0.09
12,0.17
13,0.19
14,0.63
15,0.94
16,0.5
17,1.02
18,0.32
19,1.13
20,0.17
21,0.32
22,0.68
23,2.02
24,2.72
25,7.23
26,1.93
27,2.34
28,12.45
29,1.84
30,1.81
31,0.97
32,3.91
33,2.51
34,1.55
35,0.79
36,0.27
37,1.35
38,0.14
39,0.39
40,0.32
41,0.67
42,0.79
43,1.61
44,1.64
45,0.15
46,0.24
47,0.03
48,0.27
49,1.96
50,0.22
51,0.53
52,0.15
53,0.8
54,0.41
55,0.02
56,2.17
57,0.0
58,0.53
59,0.27
60,0.22
61,0.31
62,0.07
63,0.24
64,0.19
65,0.09
66,0.51
67,0.65
68,0.91
69,2.24
70,0.43
71,1.2
72,0.2
73,0.92
74,0.05
75,0.89
76,0.87
77,0.41
78,13.53
