dropArea,Percentage
1,0.15
2,0.44
3,0.37
4,0.09
5,0.08
6,1.19
7,0.57
8,11.29
9,0.0
10,0.04
11,0.05
12,0.02
13,0.05
14,0.02
15,0.03
16,0.07
17,0.01
18,0.0
19,0.07
20,0.07
21,0.06
22,0.18
23,0.14
24,0.5
25,0.39
26,0.22
27,0.21
28,10.77
29,0.34
30,0.19
31,0.31
32,15.81
33,11.43
34,1.82
35,11.03
36,1.57
37,0.71
38,5.41
39,1.9
40,0.8
41,2.23
42,1.22
43,1.87
44,0.9
45,0.26
46,0.34
47,0.02
48,0.25
49,0.91
50,0.38
51,0.14
52,0.03
53,0.84
54,0.07
55,0.02
56,1.41
57,0.03
58,0.06
59,0.15
60,1.02
61,0.56
62,0.06
63,0.01
64,0.02
65,0.06
66,0.16
67,0.28
68,0.69
69,1.49
70,0.21
71,0.59
72,0.08
73,0.43
74,0.0
75,0.29
76,1.71
77,0.39
78,2.39
