dropArea,Percentage
1,2.42
2,5.65
3,4.45
4,8.07
5,1.42
6,2.67
7,1.16
8,6.86
9,0.12
10,0.58
11,1.79
12,0.86
13,5.35
14,13.98
15,2.58
16,9.87
17,0.38
18,0.14
19,1.74
20,0.4
21,2.32
22,2.33
23,0.9
24,1.97
25,0.83
26,0.08
27,0.11
28,2.57
29,0.33
30,0.1
31,0.1
32,3.62
33,0.48
34,0.06
35,0.05
36,0.02
37,0.02
38,0.02
39,0.04
40,0.01
41,0.14
42,0.04
43,0.04
44,0.02
45,0.0
46,0.01
47,0.0
48,0.01
49,0.02
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.31
57,0.02
58,0.02
59,0.02
60,0.04
61,0.06
62,0.0
63,0.02
64,0.01
65,0.0
66,0.02
67,0.01
68,0.08
69,0.04
70,0.02
71,0.01
72,0.01
73,0.01
74,0.0
75,0.02
76,3.79
77,2.34
78,6.44
