pickupArea,Percentage
1,0.18
2,0.26
3,0.84
4,0.27
5,0.22
6,6.5
7,3.86
8,28.69
9,0.0
10,0.03
11,0.01
12,0.0
13,0.01
14,0.21
15,0.01
16,0.13
17,0.0
18,0.0
19,0.03
20,0.02
21,0.2
22,2.74
23,0.09
24,3.92
25,0.01
26,0.0
27,0.03
28,9.43
29,0.05
30,0.01
31,0.01
32,20.8
33,0.69
34,0.11
35,0.01
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.02
42,0.01
43,0.01
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,2.17
57,0.02
58,0.02
59,0.03
60,0.01
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.01
74,0.0
75,0.0
76,17.36
77,0.46
78,0.54
