dropArea,Percentage
1,0.03
2,0.04
3,0.21
4,0.17
5,0.1
6,0.96
7,1.04
8,24.18
9,0.0
10,0.03
11,0.0
12,0.03
13,0.03
14,0.01
15,0.01
16,0.07
17,0.01
18,0.0
19,0.01
20,0.0
21,0.04
22,0.08
23,0.0
24,0.64
25,0.01
26,0.0
27,0.04
28,7.47
29,0.22
30,0.01
31,0.22
32,26.46
33,5.53
34,0.72
35,1.4
36,0.34
37,0.24
38,1.35
39,2.7
40,0.94
41,11.2
42,2.4
43,1.62
44,0.64
45,0.22
46,0.37
47,0.01
48,0.17
49,0.25
50,0.1
51,0.17
52,0.03
53,0.01
54,0.01
55,0.01
56,1.66
57,0.08
58,0.03
59,0.01
60,0.14
61,0.37
62,0.03
63,0.07
64,0.07
65,0.03
66,0.17
67,0.2
68,0.43
69,0.84
70,0.07
71,0.2
72,0.05
73,0.08
74,0.0
75,0.0
76,1.81
77,0.17
78,0.94
