pickupArea,Percentage
1,0.62
2,0.19
3,1.16
4,0.12
5,0.06
6,1.31
7,1.16
8,14.1
9,0.0
10,0.04
11,0.07
12,0.01
13,0.05
14,0.07
15,0.03
16,0.1
17,0.09
18,0.06
19,0.04
20,0.02
21,0.04
22,0.34
23,0.43
24,0.54
25,0.4
26,0.13
27,0.43
28,8.81
29,0.61
30,0.12
31,0.27
32,14.53
33,4.58
34,0.53
35,2.07
36,0.65
37,0.09
38,2.85
39,3.2
40,0.82
41,9.59
42,4.11
43,2.79
44,1.25
45,0.32
46,0.81
47,0.06
48,0.48
49,0.7
50,0.21
51,0.31
52,0.13
53,0.45
54,0.04
55,0.09
56,3.97
57,0.07
58,0.04
59,0.02
60,0.36
61,0.26
62,0.03
63,0.08
64,0.02
65,0.05
66,0.47
67,0.1
68,0.91
69,0.75
70,0.23
71,0.31
72,0.07
73,0.19
74,0.1
75,0.57
76,4.82
77,0.52
78,3.99
