pickupArea,Percentage
1,0.18
2,0.36
3,1.08
4,0.6
5,0.36
6,3.11
7,0.9
8,11.42
9,0.3
10,2.03
11,3.53
12,0.18
13,0.24
14,2.15
15,4.37
16,2.45
17,2.09
18,2.33
19,3.59
20,0.36
21,1.5
22,2.09
23,1.61
24,1.56
25,2.15
26,0.06
27,0.36
28,7.66
29,0.6
30,0.12
31,0.54
32,5.08
33,1.08
34,0.06
35,0.06
36,0.06
37,0.0
38,0.0
39,0.18
40,0.0
41,0.06
42,0.0
43,0.0
44,0.12
45,0.0
46,0.9
47,0.0
48,0.0
49,0.12
50,0.0
51,0.0
52,0.0
53,0.06
54,0.0
55,0.0
56,2.09
57,0.0
58,0.12
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.06
65,0.0
66,0.06
67,0.18
68,0.24
69,0.3
70,0.06
71,0.0
72,0.0
73,0.0
74,0.0
75,0.06
76,28.47
77,0.72
