dropArea,Percentage
1,0.0
2,0.0
3,0.66
4,0.22
5,0.44
6,0.66
7,0.66
8,6.64
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.22
16,0.88
17,0.22
18,0.0
19,0.44
20,0.0
21,0.22
22,0.22
23,0.22
24,1.55
25,0.22
26,0.0
27,0.44
28,14.16
29,0.44
30,0.66
31,4.87
32,2.65
33,3.32
34,0.44
35,0.88
36,0.66
37,0.44
38,1.55
39,0.66
40,0.0
41,0.66
42,0.22
43,0.0
44,0.0
45,0.0
46,0.22
47,0.0
48,0.0
49,0.22
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,6.64
57,0.0
58,3.54
59,11.06
60,7.52
61,3.76
62,0.44
63,2.65
64,0.0
65,0.44
66,0.88
67,0.44
68,0.22
69,0.22
70,1.33
71,0.0
72,0.22
73,0.0
74,0.0
75,0.0
76,9.51
77,0.44
78,4.65
