dropArea,Percentage
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,1.69
7,1.69
8,25.99
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.56
22,0.0
23,0.0
24,0.56
25,0.0
26,0.0
27,0.56
28,11.3
29,0.56
30,0.0
31,0.0
32,20.9
33,6.78
34,0.56
35,1.13
36,0.56
37,0.56
38,1.13
39,1.13
40,1.69
41,9.6
42,2.82
43,2.82
44,0.56
45,0.56
46,0.56
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,2.26
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.56
72,0.0
73,0.0
74,0.0
75,0.0
76,1.13
77,1.13
78,0.56
