dropArea,Percentage
1,0.65
2,0.0
3,0.19
4,0.19
5,0.19
6,0.52
7,0.97
8,2.45
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.26
17,0.06
18,0.0
19,0.0
20,0.0
21,0.45
22,0.26
23,0.06
24,0.97
25,0.65
26,0.06
27,0.71
28,11.63
29,0.9
30,0.39
31,1.94
32,5.62
33,2.71
34,4.33
35,1.74
36,0.39
37,2.39
38,2.91
39,1.23
40,0.45
41,1.29
42,1.68
43,2.39
44,2.97
45,1.29
46,1.36
47,0.19
48,2.52
49,10.27
50,4.26
51,2.39
52,0.13
53,2.0
54,0.78
55,0.58
56,0.13
57,0.0
58,0.0
59,0.0
60,1.36
61,1.03
62,0.06
63,0.13
64,0.0
65,0.26
66,0.19
67,1.29
68,4.52
69,4.91
70,0.65
71,1.29
72,0.71
73,1.23
74,0.06
75,0.9
76,0.71
77,1.16
