dropArea,Percentage
1,2.55
2,0.55
3,1.19
4,0.14
5,0.59
6,0.91
7,0.68
8,15.28
9,0.0
10,0.09
11,0.0
12,0.09
13,0.05
14,0.0
15,0.05
16,0.27
17,0.0
18,0.05
19,0.09
20,0.09
21,0.18
22,0.46
23,1.23
24,1.6
25,1.64
26,0.36
27,0.91
28,5.47
29,0.59
30,0.55
31,0.73
32,6.75
33,2.69
34,1.23
35,0.91
36,0.27
37,0.46
38,0.91
39,0.41
40,0.41
41,0.87
42,2.65
43,1.05
44,1.46
45,0.27
46,0.5
47,0.09
48,0.18
49,1.14
50,0.36
51,0.78
52,0.0
53,0.41
54,0.36
55,0.05
56,2.14
57,0.14
58,0.5
59,0.36
60,0.09
61,0.96
62,0.46
63,0.96
64,0.55
65,1.05
66,5.11
67,2.55
68,2.37
69,1.78
70,2.42
71,1.64
72,0.64
73,1.0
74,0.27
75,0.73
76,0.64
77,0.82
78,12.18
