pickupArea,Percentage
1,0.15
2,0.2
3,0.46
4,0.07
5,0.05
6,1.02
7,0.62
8,14.68
9,0.0
10,0.02
11,0.03
12,0.01
13,0.02
14,0.03
15,0.02
16,0.04
17,0.02
18,0.01
19,0.04
20,0.03
21,0.03
22,0.11
23,0.11
24,0.36
25,0.16
26,0.07
27,0.3
28,10.96
29,0.14
30,0.05
31,0.15
32,26.37
33,14.59
34,0.89
35,6.68
36,0.83
37,0.31
38,2.5
39,1.24
40,0.25
41,1.79
42,0.61
43,0.87
44,0.47
45,0.1
46,0.24
47,0.01
48,0.18
49,0.22
50,0.08
51,0.15
52,0.03
53,0.21
54,0.03
55,0.01
56,2.54
57,0.02
58,0.03
59,0.37
60,0.42
61,0.23
62,0.03
63,0.01
64,0.0
65,0.02
66,0.06
67,0.09
68,0.14
69,0.37
70,0.08
71,0.2
72,0.03
73,0.45
74,0.0
75,0.14
76,4.37
77,0.27
78,1.54
