pickupArea,Percentage
1,1.02
2,0.67
3,0.47
4,0.12
5,0.53
6,0.73
7,0.35
8,17.39
9,0.0
10,0.0
11,0.09
12,0.0
13,0.06
14,0.12
15,0.09
16,0.03
17,0.03
18,0.0
19,0.06
20,0.06
21,0.18
22,0.2
23,0.85
24,0.7
25,1.11
26,0.23
27,0.29
28,10.37
29,0.67
30,0.23
31,0.44
32,8.99
33,2.28
34,0.88
35,1.0
36,0.26
37,0.35
38,1.0
39,0.97
40,0.32
41,1.7
42,4.33
43,1.11
44,5.18
45,0.2
46,0.35
47,0.03
48,0.2
49,0.53
50,0.09
51,0.59
52,0.03
53,0.41
54,0.06
55,0.03
56,11.22
57,0.15
58,0.44
59,0.23
60,0.23
61,0.85
62,0.26
63,0.56
64,0.2
65,0.67
66,3.28
67,0.79
68,0.79
69,0.64
70,1.49
71,1.2
72,0.26
73,0.64
74,0.06
75,0.26
76,2.81
77,0.26
78,4.69
