dropArea,Percentage
1,0.31
2,0.35
3,1.55
4,1.09
5,1.67
6,6.64
7,10.52
8,17.12
9,0.04
10,0.23
11,0.19
12,0.04
13,0.08
14,0.54
15,0.66
16,1.59
17,0.08
18,0.04
19,1.05
20,0.93
21,2.41
22,13.35
23,2.21
24,18.59
25,0.16
26,0.08
27,0.23
28,5.36
29,0.0
30,0.08
31,0.58
32,3.8
33,0.82
34,0.08
35,0.19
36,0.0
37,0.0
38,0.04
39,0.0
40,0.08
41,0.08
42,0.0
43,0.0
44,0.04
45,0.0
46,0.04
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.5
57,0.0
58,0.08
59,0.0
60,0.12
61,0.12
62,0.0
63,0.04
64,0.0
65,0.0
66,0.0
67,0.04
68,0.0
69,0.0
70,0.0
71,0.04
72,0.04
73,0.0
74,0.0
75,0.0
76,3.84
77,0.43
78,1.82
