pickupArea,Percentage
1,1.34
2,0.0
3,1.61
4,0.0
5,1.08
6,2.15
7,0.54
8,26.61
9,0.0
10,0.27
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.54
17,0.0
18,0.0
19,0.81
20,0.0
21,0.0
22,1.88
23,0.0
24,2.69
25,1.08
26,0.0
27,0.0
28,6.72
29,0.81
30,0.27
31,0.27
32,9.68
33,1.88
34,0.27
35,1.34
36,0.27
37,0.0
38,0.27
39,0.27
40,0.0
41,0.54
42,0.54
43,0.54
44,0.27
45,0.27
46,0.81
47,0.0
48,0.54
49,3.76
50,0.27
51,0.54
52,0.27
53,0.54
54,0.0
55,0.0
56,5.11
57,0.54
58,0.27
59,0.0
60,0.0
61,0.0
62,2.15
63,0.54
64,0.0
65,0.81
66,1.34
67,0.54
68,0.27
69,0.27
70,0.81
71,0.0
72,0.0
73,0.27
74,0.27
75,0.27
76,7.8
77,0.27
78,6.99
