pickupArea,Percentage
1,1.16
2,0.43
3,1.2
4,0.09
5,0.14
6,1.48
7,0.86
8,9.1
9,0.02
10,0.02
11,0.11
12,0.02
13,0.05
14,0.11
15,0.09
16,0.25
17,0.09
18,0.09
19,0.3
20,0.14
21,0.09
22,0.5
23,0.73
24,1.18
25,1.91
26,0.54
27,0.79
28,14.09
29,1.13
30,0.36
31,0.36
32,9.08
33,4.47
34,1.79
35,3.4
36,0.5
37,2.0
38,1.95
39,1.48
40,0.52
41,3.18
42,0.64
43,0.59
44,1.95
45,0.34
46,0.43
47,0.5
48,0.3
49,2.81
50,0.84
51,0.84
52,0.14
53,2.56
54,0.34
55,0.02
56,1.16
57,0.09
58,0.07
59,0.16
60,0.57
61,1.25
62,0.05
63,0.07
64,0.05
65,0.09
66,0.23
67,0.39
68,1.2
69,1.29
70,0.54
71,1.61
72,0.41
73,2.86
74,0.16
75,1.43
76,1.27
77,1.02
78,5.92
