pickupArea,Percentage
1,1.23
2,0.29
3,1.37
4,0.26
5,0.06
6,1.63
7,0.81
8,9.23
9,0.0
10,0.06
11,0.02
12,0.0
13,0.06
14,0.03
15,0.1
16,0.18
17,0.11
18,0.16
19,0.21
20,0.08
21,0.08
22,0.43
23,1.68
24,1.42
25,2.09
26,0.85
27,0.81
28,14.93
29,1.52
30,0.56
31,0.46
32,7.86
33,3.05
34,1.45
35,2.7
36,0.51
37,0.45
38,1.37
39,0.75
40,0.64
41,1.64
42,1.39
43,1.74
44,3.54
45,0.4
46,0.59
47,0.22
48,0.57
49,2.24
50,0.99
51,0.59
52,0.18
53,1.95
54,0.34
55,1.39
56,0.34
57,0.05
58,0.13
59,0.03
60,0.4
61,0.3
62,0.13
63,0.05
64,0.03
65,0.26
66,0.45
67,0.51
68,1.1
69,3.26
70,0.81
71,1.76
72,0.27
73,1.21
74,0.19
75,1.48
76,1.55
77,0.64
78,7.79
