pickupArea,Percentage
1,0.08
2,1.76
3,0.28
4,0.03
5,0.07
6,0.87
7,0.71
8,9.89
9,0.01
10,0.01
11,0.03
12,0.01
13,0.0
14,0.08
15,0.04
16,0.11
17,0.0
18,0.03
19,0.04
20,0.03
21,0.17
22,0.47
23,0.11
24,1.41
25,0.26
26,0.12
27,0.11
28,8.46
29,0.47
30,0.3
31,1.14
32,12.23
33,4.28
34,0.97
35,0.44
36,0.1
37,0.07
38,0.19
39,0.04
40,0.03
41,0.15
42,0.11
43,0.06
44,0.03
45,0.0
46,0.18
47,0.01
48,0.01
49,0.1
50,0.0
51,0.06
52,0.0
53,0.06
54,0.0
55,0.0
56,5.25
57,0.22
58,1.72
59,37.32
60,0.84
61,0.3
62,0.04
63,0.1
64,0.07
65,0.14
66,0.11
67,0.12
68,0.06
69,0.03
70,0.24
71,0.14
72,0.03
73,0.1
74,0.01
75,0.04
76,3.75
77,0.17
78,2.96
