pickupArea,Percentage
1,0.17
2,0.34
3,1.03
4,0.57
5,0.34
6,2.96
7,0.85
8,10.88
9,0.28
10,1.94
11,3.36
12,0.17
13,0.23
14,2.05
15,4.16
16,2.34
17,1.99
18,2.22
19,3.42
20,0.34
21,1.42
22,1.99
23,1.54
24,1.48
25,2.05
26,0.06
27,0.34
28,7.29
29,0.57
30,0.11
31,0.51
32,4.84
33,1.03
34,0.06
35,0.06
36,0.06
37,0.0
38,0.0
39,0.17
40,0.0
41,0.06
42,0.0
43,0.0
44,0.11
45,0.0
46,0.85
47,0.0
48,0.0
49,0.11
50,0.0
51,0.0
52,0.0
53,0.06
54,0.0
55,0.0
56,1.99
57,0.0
58,0.11
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.06
65,0.0
66,0.06
67,0.17
68,0.23
69,0.28
70,0.06
71,0.0
72,0.0
73,0.0
74,0.0
75,0.06
76,27.12
77,0.68
78,4.73
