dropArea,Percentage
1,0.21
2,0.32
3,1.47
4,0.95
5,0.63
6,1.05
7,0.63
8,14.08
9,0.74
10,3.99
11,0.95
12,0.11
13,0.21
14,1.26
15,6.51
16,1.26
17,3.68
18,4.1
19,8.3
20,0.21
21,0.95
22,1.79
23,4.1
24,1.37
25,6.62
26,0.42
27,0.95
28,10.61
29,1.89
30,0.11
31,0.63
32,2.42
33,0.84
34,0.42
35,0.42
36,0.11
37,0.42
38,0.11
39,0.0
40,0.21
41,0.32
42,0.74
43,0.63
44,1.26
45,0.0
46,1.47
47,0.0
48,0.0
49,0.21
50,0.0
51,0.21
52,0.0
53,0.0
54,0.0
55,0.0
56,0.53
57,0.0
58,0.11
59,0.21
60,0.11
61,0.0
62,0.11
63,0.11
64,0.11
65,0.0
66,0.0
67,0.11
68,0.11
69,1.05
70,0.0
71,0.21
72,0.0
73,0.0
74,0.0
75,0.11
76,6.41
77,0.95
