dropArea,Percentage
1,0.31
2,0.51
3,0.75
4,0.34
5,0.14
6,0.89
7,1.88
8,6.63
9,0.0
10,0.07
11,0.0
12,0.03
13,0.03
14,0.0
15,0.07
16,0.27
17,0.31
18,0.0
19,0.03
20,0.1
21,0.1
22,0.27
23,0.72
24,0.58
25,0.99
26,0.38
27,1.06
28,10.66
29,0.75
30,0.68
31,0.41
32,6.56
33,1.91
34,0.61
35,3.01
36,1.57
37,0.79
38,4.0
39,3.62
40,4.61
41,6.08
42,3.45
43,1.61
44,2.63
45,0.14
46,0.34
47,0.24
48,0.92
49,2.7
50,0.41
51,0.51
52,0.27
53,0.34
54,0.17
55,0.27
56,1.2
57,0.07
58,0.48
59,0.07
60,0.27
61,1.37
62,0.2
63,0.2
64,0.0
65,0.27
66,0.38
67,1.3
68,1.88
69,3.45
70,0.34
71,1.16
72,0.14
73,1.84
74,0.0
75,0.72
76,0.65
77,0.48
78,7.82
