pickupArea,Percentage
1,0.1
2,0.2
3,0.43
4,0.08
5,0.08
6,1.64
7,0.97
8,34.41
9,0.0
10,0.02
11,0.0
12,0.01
13,0.01
14,0.03
15,0.0
16,0.03
17,0.0
18,0.0
19,0.0
20,0.0
21,0.01
22,0.06
23,0.01
24,0.3
25,0.01
26,0.01
27,0.01
28,6.79
29,0.0
30,0.14
31,0.12
32,35.92
33,7.95
34,0.15
35,0.02
36,0.01
37,0.02
38,0.01
39,0.03
40,0.02
41,0.11
42,0.01
43,0.0
44,0.0
45,0.01
46,0.0
47,0.01
48,0.0
49,0.0
50,0.0
51,0.01
52,0.0
53,0.01
54,0.0
55,0.0
56,3.86
57,0.02
58,0.03
59,0.04
60,0.13
61,0.0
62,0.01
63,0.04
64,0.02
65,0.0
66,0.0
67,0.01
68,0.01
69,0.01
70,0.03
71,0.02
72,0.0
73,0.0
74,0.01
75,0.0
76,3.75
77,0.35
78,1.88
