dropArea,Percentage
1,0.13
2,0.08
3,0.6
4,0.24
5,0.41
6,2.79
7,3.6
8,32.84
9,0.01
10,0.05
11,0.06
12,0.02
13,0.02
14,0.09
15,0.06
16,0.18
17,0.01
18,0.0
19,0.02
20,0.01
21,0.16
22,0.78
23,0.06
24,2.94
25,0.05
26,0.01
27,0.05
28,16.46
29,0.05
30,0.04
31,0.27
32,24.32
33,4.37
34,0.24
35,0.27
36,0.03
37,0.01
38,0.08
39,0.15
40,0.02
41,0.43
42,0.05
43,0.07
44,0.04
45,0.01
46,0.02
47,0.0
48,0.01
49,0.02
50,0.01
51,0.01
52,0.0
53,0.01
54,0.01
55,0.0
56,1.25
57,0.01
58,0.01
59,0.03
60,0.14
61,0.02
62,0.01
63,0.01
64,0.04
65,0.0
66,0.01
67,0.01
68,0.02
69,0.04
70,0.01
71,0.02
72,0.01
73,0.02
74,0.0
75,0.01
76,4.33
77,0.43
78,1.31
