pickupArea,Percentage
1,0.46
2,0.0
3,0.62
4,0.0
5,0.31
6,1.47
7,0.77
8,20.88
9,0.0
10,0.08
11,0.0
12,0.0
13,0.0
14,0.0
15,0.15
16,0.23
17,0.0
18,0.08
19,0.31
20,0.0
21,0.0
22,0.62
23,0.0
24,1.47
25,0.54
26,0.0
27,0.15
28,8.43
29,0.7
30,0.23
31,0.08
32,13.46
33,2.78
34,0.77
35,0.93
36,0.62
37,0.0
38,0.31
39,0.31
40,0.46
41,1.16
42,0.62
43,0.15
44,0.08
45,0.08
46,0.23
47,0.0
48,0.23
49,1.08
50,0.08
51,0.15
52,0.08
53,0.15
54,0.0
55,0.0
56,21.5
57,0.54
58,0.46
59,0.31
60,0.31
61,0.54
62,1.7
63,0.62
64,0.08
65,0.7
66,0.77
67,0.39
68,0.23
69,0.31
70,0.39
71,0.46
72,0.0
73,0.15
74,0.08
75,0.08
76,8.97
77,0.08
