pickupArea,Percentage
1,0.53
2,0.2
3,0.85
4,0.45
5,0.11
6,1.62
7,1.39
8,12.68
9,0.0
10,0.03
11,0.08
12,0.0
13,0.03
14,1.05
15,0.27
16,0.54
17,0.06
18,0.23
19,0.15
20,0.15
21,0.24
22,0.49
23,2.08
24,2.77
25,1.87
26,0.81
27,1.47
28,22.39
29,2.88
30,1.15
31,0.82
32,20.59
33,2.89
34,0.33
35,0.91
36,0.1
37,0.14
38,0.21
39,0.24
40,0.28
41,2.11
42,0.34
43,1.04
44,0.86
45,0.11
46,0.52
47,0.01
48,0.21
49,0.3
50,0.18
51,0.35
52,0.01
53,0.82
54,0.05
55,0.03
56,2.6
57,0.01
58,0.11
59,0.06
60,0.14
61,0.16
62,0.1
63,0.0
64,0.14
65,0.1
66,0.16
67,0.2
68,0.62
69,0.42
70,0.44
71,0.53
72,0.06
73,0.3
74,0.08
75,0.25
76,3.21
77,0.27
