dropArea,Percentage
1,0.46
2,1.37
3,0.76
4,0.15
5,0.15
6,0.92
7,0.46
8,7.33
9,0.0
10,0.0
11,0.61
12,0.15
13,0.0
14,0.31
15,1.07
16,0.31
17,0.46
18,0.0
19,0.92
20,0.31
21,2.14
22,0.92
23,0.61
24,3.36
25,0.92
26,0.46
27,1.22
28,17.86
29,2.9
30,9.92
31,3.51
32,6.72
33,2.75
34,0.31
35,0.76
36,0.31
37,0.31
38,0.46
39,0.31
40,0.46
41,0.92
42,1.22
43,0.92
44,0.31
45,0.15
46,0.31
47,0.0
48,0.0
49,0.15
50,0.15
51,0.31
52,0.0
53,0.0
54,0.0
55,0.0
56,7.18
57,0.76
58,2.6
59,0.46
60,0.76
61,1.53
62,0.31
63,0.46
64,0.76
65,0.31
66,0.15
67,0.46
68,1.22
69,1.98
70,0.76
71,0.61
72,0.0
73,0.0
74,0.0
75,0.15
76,2.44
77,0.76
