pickupArea,Percentage
1,0.0
2,0.0
3,0.0
4,0.0
5,0.31
6,0.0
7,0.31
8,4.92
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.31
25,0.0
26,0.0
27,0.0
28,3.38
29,0.0
30,0.62
31,0.62
32,12.62
33,2.77
34,0.92
35,0.62
36,0.62
37,0.62
38,1.85
39,2.77
40,1.54
41,7.38
42,4.0
43,5.23
44,1.23
45,2.77
46,0.92
47,0.92
48,5.23
49,1.23
50,0.31
51,10.46
52,0.0
53,0.31
54,0.31
55,0.31
56,7.08
57,0.0
58,0.31
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.31
66,0.31
67,0.0
68,1.85
69,8.31
70,0.0
71,0.62
72,0.0
73,0.31
74,0.0
75,0.31
76,3.38
77,0.31
78,1.54
