dropArea,Percentage
1,0.3
2,0.29
3,0.61
4,0.02
5,0.03
6,0.76
7,0.7
8,4.98
9,0.0
10,0.06
11,0.02
12,0.0
13,0.18
14,0.09
15,0.04
16,0.28
17,1.2
18,0.0
19,0.08
20,0.02
21,0.12
22,0.3
23,0.32
24,0.4
25,0.68
26,0.26
27,0.28
28,9.83
29,0.18
30,0.31
31,0.41
32,7.09
33,5.14
34,0.67
35,9.32
36,2.39
37,0.92
38,10.3
39,5.12
40,1.59
41,6.69
42,3.78
43,1.63
44,1.81
45,0.4
46,0.8
47,0.17
48,0.78
49,1.36
50,0.49
51,0.21
52,0.05
53,0.64
54,0.15
55,0.03
56,1.62
57,0.05
58,0.14
59,0.15
60,0.38
61,1.43
62,0.04
63,0.15
64,0.06
65,0.21
66,0.36
67,1.12
68,1.32
69,2.17
70,1.18
71,0.97
72,0.32
73,1.69
74,0.02
75,0.7
76,1.05
77,0.58
