pickupArea,Percentage
1,1.08
2,0.71
3,0.49
4,0.12
5,0.55
6,0.77
7,0.37
8,18.25
9,0.0
10,0.0
11,0.09
12,0.0
13,0.06
14,0.12
15,0.09
16,0.03
17,0.03
18,0.0
19,0.06
20,0.06
21,0.18
22,0.22
23,0.89
24,0.74
25,1.17
26,0.25
27,0.31
28,10.88
29,0.71
30,0.25
31,0.46
32,9.43
33,2.4
34,0.92
35,1.04
36,0.28
37,0.37
38,1.04
39,1.01
40,0.34
41,1.78
42,4.55
43,1.17
44,5.44
45,0.22
46,0.37
47,0.03
48,0.22
49,0.55
50,0.09
51,0.61
52,0.03
53,0.43
54,0.06
55,0.03
56,11.77
57,0.15
58,0.46
59,0.25
60,0.25
61,0.89
62,0.28
63,0.58
64,0.22
65,0.71
66,3.44
67,0.83
68,0.83
69,0.68
70,1.57
71,1.26
72,0.28
73,0.68
74,0.06
75,0.28
76,2.95
77,0.28
