dropArea,Percentage
1,0.15
2,0.18
3,0.89
4,0.4
5,0.09
6,0.43
7,0.64
8,7.32
9,0.03
10,0.03
11,0.09
12,0.0
13,0.06
14,0.0
15,0.09
16,0.18
17,0.0
18,0.03
19,0.03
20,0.0
21,0.0
22,0.21
23,0.31
24,0.34
25,0.55
26,0.15
27,0.28
28,8.63
29,0.24
30,0.24
31,0.31
32,8.45
33,5.91
34,2.17
35,8.85
36,6.31
37,0.67
38,5.82
39,4.93
40,3.18
41,5.54
42,2.45
43,1.59
44,1.96
45,0.4
46,0.67
47,0.12
48,0.21
49,1.01
50,0.34
51,0.12
52,0.03
53,0.46
54,0.31
55,0.0
56,1.96
57,0.09
58,0.12
59,0.21
60,0.67
61,1.38
62,0.24
63,0.0
64,0.0
65,0.12
66,0.28
67,0.58
68,1.13
69,2.57
70,0.52
71,1.68
72,0.18
73,2.63
74,0.03
75,0.43
76,1.41
77,0.31
