pickupArea,Percentage
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,1.39
7,2.78
8,5.56
9,0.0
10,0.0
11,1.39
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,1.39
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,6.94
29,0.0
30,0.0
31,0.0
32,5.56
33,4.17
34,0.0
35,2.78
36,0.0
37,0.0
38,0.0
39,0.0
40,1.39
41,1.39
42,0.0
43,1.39
44,1.39
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,50.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,1.39
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,2.78
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,8.33
77,0.0
