pickupArea,Percentage
1,0.11
2,0.15
3,0.34
4,0.06
5,0.05
6,0.86
7,0.83
8,20.45
9,0.0
10,0.02
11,0.03
12,0.01
13,0.03
14,0.05
15,0.02
16,0.06
17,0.02
18,0.0
19,0.01
20,0.0
21,0.03
22,0.07
23,0.06
24,0.3
25,0.09
26,0.02
27,0.09
28,8.46
29,0.1
30,0.03
31,0.09
32,22.95
33,4.13
34,0.21
35,0.74
36,0.29
37,0.12
38,0.99
39,2.8
40,0.28
41,7.89
42,1.06
43,0.77
44,0.31
45,0.13
46,0.21
47,0.03
48,0.15
49,0.15
50,0.03
51,0.09
52,0.03
53,0.06
54,0.01
55,0.05
56,9.37
57,0.03
58,0.01
59,0.02
60,0.06
61,0.06
62,0.03
63,0.01
64,0.02
65,0.03
66,0.03
67,0.07
68,0.13
69,0.17
70,0.12
71,0.12
72,0.04
73,0.08
74,0.0
75,0.06
76,11.77
77,0.27
78,1.58
