dropArea,Percentage
1,0.0
2,0.19
3,0.39
4,0.0
5,0.0
6,0.39
7,0.0
8,2.7
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.19
22,0.0
23,0.0
24,0.96
25,0.0
26,0.19
27,0.0
28,9.06
29,0.39
30,0.19
31,2.31
32,7.71
33,3.28
34,1.54
35,0.58
36,0.0
37,0.19
38,0.96
39,0.19
40,2.31
41,5.59
42,2.12
43,2.12
44,3.47
45,0.77
46,1.93
47,0.39
48,0.96
49,3.28
50,2.12
51,3.66
52,0.96
53,0.58
54,0.19
55,2.5
56,0.19
57,0.19
58,0.19
59,0.0
60,0.19
61,0.0
62,0.0
63,0.19
64,0.19
65,0.39
66,0.19
67,0.39
68,1.35
69,19.08
70,1.54
71,0.58
72,0.19
73,0.77
74,0.0
75,0.19
76,0.19
77,0.39
78,9.25
