dropArea,Percentage
1,0.0
2,0.21
3,0.42
4,0.0
5,0.0
6,0.42
7,0.0
8,2.97
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.21
22,0.0
23,0.0
24,1.06
25,0.0
26,0.21
27,0.0
28,9.98
29,0.42
30,0.21
31,2.55
32,8.49
33,3.61
34,1.7
35,0.64
36,0.0
37,0.21
38,1.06
39,0.21
40,2.55
41,6.16
42,2.34
43,2.34
44,3.82
45,0.85
46,2.12
47,0.42
48,1.06
49,3.61
50,2.34
51,4.03
52,1.06
53,0.64
54,0.21
55,2.76
56,0.21
57,0.21
58,0.21
59,0.0
60,0.21
61,0.0
62,0.0
63,0.21
64,0.21
65,0.42
66,0.21
67,0.42
68,1.49
69,21.02
70,1.7
71,0.64
72,0.21
73,0.85
74,0.0
75,0.21
76,0.21
77,0.42
