pickupArea,Percentage
1,0.29
2,0.47
3,0.83
4,1.68
5,0.6
6,1.56
7,1.17
8,11.9
9,0.01
10,0.24
11,0.06
12,0.03
13,0.07
14,0.29
15,0.12
16,0.3
17,0.2
18,0.09
19,0.32
20,0.1
21,0.3
22,2.27
23,1.55
24,3.96
25,1.78
26,0.52
27,4.51
28,21.16
29,1.0
30,0.36
31,0.29
32,18.94
33,1.33
34,0.27
35,0.46
36,0.09
37,0.1
38,0.27
39,0.35
40,0.32
41,0.4
42,0.27
43,1.22
44,1.18
45,0.36
46,0.32
47,0.03
48,0.3
49,0.58
50,0.11
51,0.23
52,0.25
53,0.65
54,0.06
55,0.0
56,1.24
57,0.01
58,0.04
59,0.17
60,0.03
61,0.69
62,0.03
63,0.02
64,0.0
65,0.0
66,0.21
67,0.3
68,0.41
69,0.81
70,0.18
71,1.03
72,0.09
73,0.23
74,0.04
75,0.12
76,4.25
77,0.26
78,3.68
