dropArea,Percentage
1,0.08
2,0.16
3,0.49
4,0.2
5,0.16
6,0.77
7,0.29
8,5.59
9,0.0
10,0.16
11,0.2
12,0.08
13,0.0
14,0.12
15,0.04
16,0.29
17,0.0
18,0.04
19,0.04
20,0.98
21,0.77
22,0.45
23,0.2
24,1.1
25,0.94
26,0.65
27,0.49
28,8.77
29,0.82
30,0.57
31,1.75
32,7.1
33,6.0
34,3.75
35,2.04
36,0.33
37,2.57
38,2.0
39,1.14
40,0.77
41,1.55
42,2.9
43,1.31
44,3.3
45,0.37
46,1.55
47,0.37
48,0.73
49,2.9
50,0.69
51,0.82
52,0.16
53,2.16
54,0.04
55,0.04
56,0.98
57,0.0
58,0.16
59,0.12
60,0.53
61,0.33
62,0.04
63,0.16
64,0.08
65,0.29
66,0.37
67,0.37
68,2.0
69,4.12
70,0.61
71,0.98
72,1.63
73,4.53
74,2.45
75,6.85
76,1.84
77,0.77
