dropArea,Percentage
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,3.17
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,1.06
24,0.0
25,0.0
26,0.0
27,0.0
28,1.59
29,0.53
30,0.0
31,0.53
32,2.12
33,0.53
34,2.12
35,3.17
36,1.06
37,0.53
38,2.12
39,1.59
40,0.53
41,11.64
42,3.17
43,6.35
44,2.65
45,2.65
46,2.12
47,0.0
48,4.23
49,0.53
50,2.12
51,17.99
52,0.53
53,0.53
54,0.0
55,0.0
56,3.7
57,0.53
58,0.0
59,0.53
60,0.0
61,0.0
62,0.0
63,1.06
64,0.0
65,0.0
66,0.0
67,0.0
68,3.17
69,5.29
70,1.06
71,0.53
72,0.0
73,0.0
74,0.0
75,0.0
76,1.59
77,0.0
78,7.41
