dropArea,Percentage
1,0.62
2,0.66
3,1.74
4,0.12
5,0.25
6,2.15
7,0.62
8,8.73
9,0.12
10,0.12
11,0.29
12,0.08
13,0.08
14,0.21
15,0.7
16,0.79
17,0.12
18,0.08
19,0.46
20,0.21
21,1.16
22,1.03
23,1.2
24,1.86
25,1.37
26,0.37
27,1.45
28,10.67
29,3.76
30,7.61
31,3.93
32,6.21
33,2.4
34,1.08
35,0.66
36,0.33
37,0.66
38,0.41
39,0.5
40,0.29
41,0.74
42,0.62
43,1.37
44,1.41
45,0.62
46,0.41
47,0.04
48,0.95
49,1.45
50,0.58
51,0.58
52,0.17
53,0.21
54,0.54
55,0.12
56,10.18
57,0.66
58,2.28
59,0.91
60,1.28
61,0.83
62,0.12
63,0.33
64,0.54
65,0.17
66,0.33
67,0.46
68,0.83
69,2.07
70,0.33
71,0.7
72,0.04
73,0.25
74,0.0
75,0.25
76,2.03
77,0.5
