pickupArea,Percentage
1,0.42
2,0.13
3,0.38
4,0.0
5,0.21
6,1.1
7,0.76
8,3.67
9,0.0
10,0.0
11,0.0
12,0.0
13,0.04
14,0.0
15,0.04
16,0.21
17,0.04
18,0.0
19,0.13
20,0.0
21,0.0
22,0.13
23,0.76
24,0.88
25,0.55
26,0.29
27,0.34
28,18.79
29,1.64
30,0.59
31,0.55
32,9.78
33,3.16
34,1.64
35,3.37
36,0.46
37,1.1
38,1.94
39,1.1
40,0.51
41,3.08
42,1.26
43,2.91
44,3.03
45,0.55
46,2.06
47,0.67
48,1.01
49,4.97
50,2.78
51,1.9
52,0.08
53,1.52
54,0.51
55,0.46
56,1.81
57,0.04
58,0.04
59,0.17
60,1.26
61,1.14
62,0.08
63,0.51
64,0.04
65,0.25
66,0.34
67,1.94
68,1.85
69,2.82
70,0.72
71,1.39
72,0.63
73,1.35
74,0.04
75,0.72
76,0.84
77,0.51
