dropArea,Percentage
1,1.19
2,2.77
3,7.91
4,5.93
5,1.19
6,3.16
7,2.37
8,10.67
9,0.0
10,0.79
11,3.56
12,0.79
13,3.95
14,13.83
15,3.16
16,7.51
17,0.4
18,0.4
19,0.4
20,0.0
21,2.37
22,1.98
23,0.4
24,0.79
25,0.4
26,0.4
27,0.0
28,3.16
29,0.4
30,0.0
31,0.0
32,8.3
33,1.19
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.4
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.4
74,0.0
75,0.0
76,1.98
77,1.98
78,5.93
