dropArea,Percentage
1,0.84
2,0.17
3,1.07
4,0.24
5,0.08
6,0.87
7,1.54
8,9.16
9,0.01
10,0.23
11,0.1
12,0.05
13,0.07
14,0.03
15,0.2
16,0.21
17,0.18
18,0.0
19,0.05
20,0.01
21,0.17
22,0.19
23,0.38
24,0.63
25,1.2
26,0.73
27,1.05
28,11.57
29,0.74
30,1.17
31,1.32
32,8.86
33,3.72
34,0.98
35,2.71
36,1.02
37,0.23
38,2.07
39,1.88
40,0.63
41,4.4
42,3.11
43,8.94
44,2.29
45,0.66
46,1.31
47,0.13
48,1.0
49,1.44
50,0.62
51,0.79
52,0.05
53,0.4
54,0.23
55,0.19
56,1.01
57,0.09
58,0.03
59,0.04
60,0.2
61,0.33
62,0.02
63,0.06
64,0.09
65,0.2
66,0.34
67,0.47
68,0.8
69,1.84
70,1.29
71,0.68
72,0.22
73,0.53
74,0.07
75,0.56
76,0.8
77,0.53
78,7.9
