dropArea,Percentage
1,0.14
2,0.06
3,0.7
4,0.23
5,0.42
6,3.69
7,5.5
8,34.81
9,0.01
10,0.03
11,0.02
12,0.02
13,0.03
14,0.13
15,0.05
16,0.19
17,0.01
18,0.0
19,0.04
20,0.02
21,0.19
22,0.93
23,0.08
24,3.86
25,0.03
26,0.01
27,0.03
28,12.22
29,0.02
30,0.03
31,0.21
32,26.18
33,3.32
34,0.16
35,0.13
36,0.01
37,0.0
38,0.03
39,0.09
40,0.01
41,0.31
42,0.03
43,0.03
44,0.01
45,0.0
46,0.01
47,0.0
48,0.0
49,0.01
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.86
57,0.01
58,0.02
59,0.02
60,0.09
61,0.02
62,0.01
63,0.01
64,0.01
65,0.0
66,0.01
67,0.0
68,0.01
69,0.03
70,0.0
71,0.0
72,0.01
73,0.0
74,0.0
75,0.0
76,3.05
77,0.43
78,1.39
